City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
337,kapit,2.0167,112.9333,22.96,99,100,0.39,Kapit,1679964043
338,haines junction,60.7522,-137.5108,0.97,27,98,1.54,Haines Junction,1679964045
339,phanat nikhom,13.4458,101.1844,31.67,80,14,3.24,Phanat Nikhom,1679964046
340,yenagoa,4.9247,6.2642,25.09,89,100,1.68,Yenagoa,1679964047
341,oriximina,-1.7656,-55.8661,23.26,97,100,1.75,Oriximiná,1679964048
342,banda aceh,5.5577,95.3222,26.92,81,100,2.85,Banda Aceh,1679964050
343,mayumba,-3.432,10.6554,25.15,88,100,1.04,Mayumba,1679964051
344,luena,-11.7833,19.9167,14.59,98,98,1.82,Luena,1679964053
345,kieta,-6.2167,155.6333,29.86,71,100,2.99,Kieta,1679964054
346,presidente medici,-11.1753,-61.9014,22.9,95,100,0.67,Presidente Médici,1679964055
347,kyabe,9.4515,18.9449,28.67,21,100,2.12,Kyabé,1679964056
348,eskisehir,39.7767,30.5206,11.95,47,40,1.54,Eskişehir,1679964058
349,deder,9.3167,41.45,13.95,85,98,1.32,Deder,1679964059
350,olinda,-8.0089,-34.8553,27.85,65,40,3.6,Olinda,1679964060
351,omsukchan,62.5333,155.8,-9.36,72,0,3.58,Omsukchan,1679964062
352,esperance,-33.8667,121.9,18.05,54,42,4.48,Esperance,1679964063
353,masuda,34.6667,131.85,11.15,71,20,2.06,Masuda,1679964065
354,upata,8.0086,-62.3989,25.11,64,100,3.42,Upata,1679964066
355,belogorsk,50.9158,128.4611,4.96,51,4,5.16,Belogorsk,1679964067
356,coquimbo,-29.9533,-71.3436,16.85,94,100,2.06,Coquimbo,1679964069
357,ilorin,8.5,4.55,26.28,65,100,2.31,Ilorin,1679964070
358,tual,-5.6667,132.75,27.53,81,100,8.05,Tual,1679964071
359,krasnoarmeysk,51.0239,45.6969,5.99,91,1,2.82,Krasnoarmeysk,1679964073
360,san quintin,30.4833,-115.95,16.07,57,0,3.98,San Quintín,1679964074
361,airai,-8.9266,125.4092,20.73,74,98,1.16,Airai,1679964076
362,narsaq,60.9167,-46.05,0.12,76,4,4.01,Narsaq,1679964077
363,emba,48.8264,58.1442,8.81,49,7,4.89,Emba,1679964079
364,kavaratti,10.5669,72.642,27.2,72,37,6.19,Kavaratti,1679964080
365,tessalit,20.1986,1.0114,24.41,8,5,5.6,Tessalit,1679964082
366,honningsvag,70.9821,25.9704,-3.14,74,100,2.06,Honningsvåg,1679964083
367,katubao,5.8892,124.8294,28.99,73,99,0.71,Katubao,1679964084
368,vilhena,-12.7406,-60.1458,20.32,97,93,0.85,Vilhena,1679964086
369,beringovskiy,63.05,179.3167,-5.32,68,99,6.57,Beringovskiy,1679964087
370,sao joao dos patos,-6.495,-43.7022,22.08,96,95,0.92,São João dos Patos,1679964042
371,amahai,-3.3333,128.9167,29.29,68,99,1.84,Amahai,1679964091
372,cidreira,-30.1811,-50.2056,20.98,64,0,4.23,Cidreira,1679964092
373,banja luka,44.7758,17.1856,3.65,76,46,1.55,Banja Luka,1679964094
374,talnakh,69.4865,88.3972,-29.89,99,99,2.23,Talnakh,1679964095
375,tateyama,34.9833,139.8667,10.61,85,100,9.53,Tateyama,1679964096
376,bandarbeyla,9.4942,50.8122,26.88,80,80,2.12,Bandarbeyla,1679964098
377,hualmay,-11.0964,-77.6139,24.4,75,100,3.43,Hualmay,1679964099
378,hannibal,39.7084,-91.3585,9.53,40,0,0.0,Hannibal,1679964100
379,naze,28.3667,129.4833,18.51,62,99,5.51,Naze,1679964102
380,los llanos de aridane,28.6585,-17.9182,17.86,56,0,3.6,Los Llanos de Aridane,1679963513
381,podor,16.6527,-14.9587,27.97,36,0,1.03,Podor,1679964104
382,jishou,28.3167,109.7167,10.02,86,100,0.24,Jishou,1679964105
383,khasan,42.4308,130.6434,5.6,55,100,1.33,Khasan,1679964107
384,anacortes,48.5126,-122.6127,14.39,63,40,6.69,Anacortes,1679963880
385,alta floresta,-9.8756,-56.0861,21.76,96,87,0.43,Alta Floresta,1679964109
386,faya,18.3851,42.4509,12.06,84,86,0.87,Faya,1679964110
387,albert,50.0009,2.651,2.29,80,0,2.57,Albert,1679964112
388,madarounfa,13.3087,7.156,23.5,16,16,4.16,Madarounfa,1679964113
389,havre-saint-pierre,50.2334,-63.5986,0.0,93,100,2.57,Havre-St-Pierre,1679964114
390,hovd,48.0056,91.6419,2.2,33,16,1.12,Khovd,1679964116
391,great yarmouth,52.6083,1.7305,2.5,77,82,5.22,Great Yarmouth,1679963918
392,kalka,30.8344,76.9333,15.57,64,100,2.14,Kālka,1679964118
393,kualakapuas,-3.0091,114.3876,22.79,98,100,1.97,Kualakapuas,1679964120
394,bayan,46.0833,127.4,6.18,23,0,2.81,Bayan,1679964121
395,chissamba,-12.1667,17.3333,15.49,96,99,1.14,Chissamba,1679964122
396,jurado,7.1053,-77.7641,25.18,90,90,1.03,Juradó,1679964126
397,lima,-12.0432,-77.0282,25.5,75,0,6.17,Lima,1679963831
398,opuwo,-18.0607,13.84,20.08,81,100,2.0,Opuwo,1679964128
399,severo-kurilsk,50.6789,156.125,0.12,89,100,10.63,Severo-Kuril'sk,1679964130
400,nhulunbuy,-12.2333,136.7667,30.34,70,40,5.66,Nhulunbuy,1679964131
401,linfen,36.0889,111.5189,15.63,28,98,1.39,Linfen,1679964133
402,palmerston,-12.486,130.9833,26.69,94,75,0.51,Palmerston,1679964134
403,baracoa,20.3467,-74.4958,23.91,87,9,3.23,Baracoa,1679964135
404,jingdezhen,29.2947,117.2079,13.02,76,99,1.01,Jingdezhen,1679964137
405,namatanai,-3.6667,152.4333,29.4,66,100,1.07,Namatanai,1679964138
406,ahuimanu,21.4447,-157.8378,28.84,76,40,4.63,‘Āhuimanu,1679964140
407,de-kastri,51.4667,140.7833,1.3,70,61,2.19,De-Kastri,1679964141
408,mezen,65.8522,44.24,-22.08,100,100,1.22,Mezen',1679964143
409,itarema,-2.9248,-39.9167,24.43,87,92,1.14,Itarema,1679964144
410,tahta,26.7693,31.5021,18.35,18,0,2.35,Ţahţā,1679964145
411,bilibino,68.0546,166.4372,-17.1,78,30,1.37,Bilibino,1679964146
412,bonthe,7.5264,-12.505,25.4,83,100,2.14,Bonthe,1679964148
413,turukhansk,65.8167,87.9833,-26.43,98,24,2.25,Turukhansk,1679964149
414,herat,34.5,62.0,15.79,42,100,2.09,Herat Province,1679964151
415,skibbereen,51.55,-9.2667,9.5,90,100,11.9,Skibbereen,1679964153
416,grindavik,63.8424,-22.4338,-1.74,64,75,5.66,Grindavik,1679964154
417,baykit,61.67,96.37,-10.42,85,100,7.3,Baykit,1679964155
418,lardos,36.0942,28.0157,16.64,85,36,5.48,Lárdos,1679964157
419,hervey bay,-25.2986,152.8535,26.15,67,95,2.37,Hervey Bay,1679964158
420,el campo,29.1966,-96.2697,24.93,94,100,4.12,El Campo,1679964159
421,zhigansk,66.7697,123.3711,-12.24,90,97,9.78,Zhigansk,1679964161
422,areka,7.0667,37.7,17.28,84,98,0.77,Āreka,1679964162
423,berlevag,70.8578,29.0864,-3.0,93,100,6.69,Berlevåg,1679964163
424,ieud,47.678,24.234,1.44,98,100,3.33,Ieud,1679964165
425,praya,14.9215,-23.5087,23.3,68,0,2.06,Praia,1679964167
426,santa marta,11.2408,-74.199,29.03,65,20,9.83,Santa Marta,1679963929
427,shangrao,28.4532,117.9686,11.61,86,100,2.58,Shangrao,1679964169
428,miles city,46.4083,-105.8406,1.54,55,0,5.14,Miles City,1679964170
429,sharjah,25.3573,55.4033,24.99,83,75,3.6,Sharjah city,1679964172
430,yarkovo,57.4028,67.0786,4.01,80,83,6.03,Yarkovo,1679964173
431,kuusamo,65.9667,29.1833,-14.98,92,0,0.51,Kuusamo,1679964174
432,nishihara,26.1842,127.7558,18.6,60,75,4.63,Nishihara,1679964176
433,grand gaube,-20.0064,57.6608,24.1,80,0,1.34,Grand Gaube,1679964177
434,sisimiut,66.9395,-53.6735,-15.3,75,0,3.73,Sisimiut,1679964178
435,marawi,7.9986,124.2928,24.24,81,90,1.38,Marawi,1679964180
436,djambala,-2.5447,14.7533,19.68,95,100,0.45,Djambala,1679964181
437,nchelenge,-9.3451,28.734,19.44,95,100,3.98,Nchelenge,1679964182
438,entre rios,-11.9419,-38.0844,21.14,90,17,0.79,Entre Rios,1679964184
439,altay,47.8667,88.1167,1.47,63,100,2.31,Altay,1679964185
440,atherton,53.5237,-2.4935,6.53,68,100,1.34,Atherton,1679964187
441,lompoc,34.6391,-120.4579,16.55,64,75,4.47,Lompoc,1679964188
442,fuling,29.7022,107.3919,11.75,90,100,0.51,Fuling,1679964190
443,bella vista,36.4295,-94.2316,14.29,39,0,4.12,Bella Vista,1679964191
444,trincomalee,8.5711,81.2335,25.61,78,43,3.53,Trincomalee,1679964192
445,la ronge,55.1001,-105.2842,-10.86,34,75,4.63,La Ronge,1679964194
446,tabuk,17.4189,121.4443,26.95,72,13,0.94,Tabuk,1679964195
447,nalhati,24.3,87.8167,26.16,28,51,1.13,Nalhāti,1679964197
448,abashiri,44.0213,144.2697,6.16,49,0,4.63,Abashiri,1679964198
449,myaundzha,63.0494,147.1858,-14.69,84,40,1.43,Myaundzha,1679964199
450,mocuba,-16.8392,36.9856,20.88,99,100,1.25,Mocuba,1679964201
451,kuala terengganu,5.3302,103.1408,25.97,94,20,2.06,Kuala Terengganu,1679964202
452,amga,60.8953,131.9608,-2.76,96,100,5.45,Amga,1679964204
453,koumac,-20.5667,164.2833,28.0,72,100,5.69,Koumac,1679964206
454,forssa,60.8146,23.6215,-1.85,95,100,4.07,Forssa,1679964207
455,wuda,39.4994,106.7117,11.52,10,100,0.44,Wuda,1679964208
456,marzuq,14.4,46.4667,24.71,48,100,0.87,Marzuq,1679964210
457,caravelas,-17.7125,-39.2481,24.29,84,10,2.15,Caravelas,1679964211
458,chapadinha,-3.7417,-43.3603,22.69,99,100,1.06,Chapadinha,1679964213
459,porosozero,62.7191,32.727,-8.97,92,100,4.26,Porosozero,1679964214
460,grand-lahou,5.1367,-5.0242,26.1,87,100,2.46,Grand-Lahou,1679964215
461,orlik,52.5178,99.825,-4.69,87,84,1.22,Orlik,1679964217
462,creel,27.75,-107.6333,11.13,33,100,2.96,Creel,1679964218
463,beloha,-25.1667,45.05,21.18,57,84,4.54,Beloha,1679964220
464,saint-augustin,51.226,-58.6502,1.23,84,100,4.05,Saint-Augustin,1679964221
465,kjollefjord,70.9457,27.3465,-2.97,59,100,5.14,Kjøllefjord,1679964222
466,lavrentiya,65.5833,-171.0,-15.76,77,6,4.23,Lavrentiya,1679964224
467,awassa,7.05,38.4667,16.81,82,99,1.55,Awasa,1679964225
468,andenes,69.3143,16.1194,-5.04,67,3,3.09,Andenes,1679964226
469,zhanaozen,43.3,52.8,14.07,46,100,4.82,Zhangaözen,1679964228
470,yarmouth,41.7057,-70.2286,8.41,67,100,2.06,Yarmouth,1679964229
471,seminole,28.7086,-81.2081,30.2,58,40,5.14,Seminole,1679963968
472,acapulco,16.8634,-99.8901,28.9,61,0,3.09,Acapulco de Juárez,1679964135
473,santa rosa,14.3122,121.1114,29.5,64,98,3.92,Santa Rosa,1679964233
474,tigzirt,36.8886,4.1198,11.66,77,0,3.15,Tigzirt,1679964234
475,gornopravdinsk,60.05,69.9,4.32,96,100,4.83,Gornopravdinsk,1679964235
476,olafsvik,64.8945,-23.7142,-1.16,67,65,5.67,Olafsvik,1679964236
477,jiangyou,31.7667,104.7167,12.87,82,100,0.39,Jiangyou,1679964238
478,vera cruz,-12.6333,-41.0333,21.76,91,89,0.69,Vera Cruz,1679964240
479,barahona,18.2085,-71.1008,23.73,70,0,2.74,Santa Cruz de Barahona,1679964241
480,burgeo,47.6167,-57.6152,1.18,85,100,3.74,Burgeo,1679964242
481,houma,29.5958,-90.7195,25.0,85,0,2.06,Houma,1679964107
482,dickinson,29.4608,-95.0513,24.44,86,100,3.09,Dickinson,1679964245
483,sawtell,-30.3833,153.1,28.01,54,45,3.09,Sawtell,1679964246
484,panacan,9.2463,118.4082,29.3,66,65,5.91,Panacan,1679964248
485,vila velha,-20.3297,-40.2925,26.97,83,100,1.54,Vila Velha,1679964249
486,suntar,62.1444,117.6319,0.49,92,100,4.06,Suntar,1679964250
487,zyryanovsk,49.7386,84.2719,-0.95,97,100,0.5,Zyryanovsk,1679964252
488,coihaique,-45.5752,-72.0662,7.97,53,0,3.09,Coyhaique,1679964235
489,xichang,27.8964,102.2634,10.81,81,99,1.59,Xichang,1679964255
490,gombe,10.2897,11.1673,25.01,17,92,4.2,Gombe,1679964256
491,bucerias,20.75,-105.3333,24.99,61,0,4.63,Bucerías,1679964257
492,paita,-5.0892,-81.1144,27.22,74,100,4.19,Paita,1679964259
493,saint-leu,-21.15,55.2833,22.48,77,8,0.11,Saint-Leu,1679964099
494,manaus,-3.1019,-60.025,25.27,88,75,5.14,Manaus,1679964262
495,shenjiamen,29.9576,122.298,11.04,65,0,2.8,Shenjiamen,1679964263
496,dir,35.2058,71.8756,9.53,63,74,2.96,Dīr,1679964264
497,luderitz,-26.6481,15.1594,15.93,89,7,1.27,Lüderitz,1679964211
498,skogn,63.7,11.2,-9.27,88,8,1.81,Skogn,1679964267
499,buala,-8.145,159.5921,29.81,69,100,4.79,Buala,1679964269
500,molepolole,-24.4066,25.4951,16.02,85,34,5.78,Molepolole,1679964270
501,yerbogachen,61.2767,108.0108,-0.47,96,100,4.9,Yerbogachën,1679964272
502,satis,54.9229,43.2298,2.83,93,11,2.23,Satis,1679964273
503,fairbanks,64.8378,-147.7164,4.19,60,100,2.06,Fairbanks,1679964000
504,bilma,18.6853,12.9164,22.61,17,1,2.15,Bilma,1679964276
505,mulege,26.8833,-111.9833,19.05,35,100,5.55,Mulegé,1679964277
506,youghal,51.95,-7.8506,8.56,100,100,9.08,Youghal,1679964278
507,biu,10.6129,12.1946,22.42,18,73,2.76,Biu,1679964279
508,asfi,32.2994,-9.2372,16.07,63,0,5.58,Safi,1679964281
509,sarkand,45.41,79.9186,5.27,40,0,2.3,Sarkand,1679964081
510,lasa,46.6166,10.7002,0.49,94,85,3.18,Laas,1679964283
511,yatou,37.15,122.3833,10.07,53,0,2.9,Yatou,1679964284
512,athabasca,54.7169,-113.2854,-5.77,70,85,3.23,Athabasca,1679964286
513,imola,44.3523,11.7158,10.79,84,12,0.57,Imola,1679964287
514,santo tomas,14.1079,121.1414,28.14,63,100,3.39,Santo Tomas,1679964288
515,morant bay,17.8815,-76.4093,27.79,82,4,4.03,Morant Bay,1679964289
516,lerwick,60.1545,-1.1494,5.0,90,100,6.77,Lerwick,1679964291
517,sivas,39.7916,37.0019,3.35,87,0,4.63,Sivas Province,1679964292
518,soddy-daisy,35.2359,-85.1908,20.85,78,5,2.3,Soddy-Daisy,1679964294
519,grajau,-5.8194,-46.1386,22.76,96,74,0.86,Grajaú,1679964295
520,north bend,43.4065,-124.2243,5.51,93,100,4.63,North Bend,1679964296
521,abha,18.2164,42.5053,11.9,87,0,2.06,Abhā,1679964297
522,zhaotong,27.3167,103.7167,4.74,93,100,2.52,Zhaotong,1679964299
523,lazaro cardenas,17.9583,-102.2,24.61,69,100,2.74,Lázaro Cárdenas,1679964300
524,cananea,30.95,-110.3,16.51,17,85,3.24,Cananea,1679964301
525,ostrovnoy,68.0531,39.5131,-9.07,83,99,3.57,Ostrovnoy,1679964303
526,pochutla,15.7432,-96.4661,29.9,68,0,1.39,Pochutla,1679964304
527,lumut,4.2323,100.6298,25.01,88,20,1.03,Lumut,1679964305
528,metkovic,43.0542,17.6483,9.26,60,62,4.07,Metković,1679964307
529,santa cecilia,-26.9608,-50.4269,13.01,99,22,1.95,Santa Cecília,1679964204
530,wahiawa,21.5028,-158.0236,27.18,76,100,3.6,Wahiawā,1679964309
531,benjamin constant,-4.3831,-70.0311,25.07,96,36,0.79,Benjamin Constant,1679964311
532,norman wells,65.282,-126.8329,-2.98,59,100,3.6,Norman Wells,1679964312
533,port blair,11.6667,92.75,25.02,88,40,1.03,Port Blair,1679964313
534,waipawa,-41.4122,175.5153,12.06,86,86,9.37,Waipawa,1679964314
535,springdale,36.1867,-94.1288,13.85,44,0,4.12,Springdale,1679964176
536,kaeo,-35.1,173.7833,23.51,74,100,4.28,Kaeo,1679964317
537,areosa,41.7178,-8.8571,12.46,65,65,2.51,Areosa,1679964318
538,college,64.8569,-147.8028,4.18,62,100,2.06,College,1679964320
539,bosaso,11.2842,49.1816,28.35,69,28,2.98,Bosaso,1679964321
540,arequipa,-16.3989,-71.535,15.04,82,40,1.54,Arequipa,1679964246
541,san pedro de macoris,18.4616,-69.2972,26.07,76,0,4.1,San Pedro de Macorís,1679964324
542,bira,49.0,132.4667,5.06,52,91,1.24,Bira,1679964325
543,belyy yar,53.6039,91.3903,5.94,72,0,5.0,Belyy Yar,1679964326
544,wewak,-3.5534,143.6268,29.59,65,29,1.4,Wewak,1679964328
545,ruy barbosa,-12.2839,-40.4939,22.44,78,97,1.67,Ruy Barbosa,1679964329
546,zhovtneve,50.6637,24.2492,-1.05,83,100,9.01,Blahodatne,1679964331
547,xintai,35.9006,117.7519,14.46,26,95,2.11,Xintai,1679964332
548,erzin,36.9559,36.2,13.43,93,71,1.38,Erzin,1679964334
549,lakes entrance,-37.8811,147.981,21.76,73,79,0.17,Lakes Entrance,1679964335
550,rio formoso,-8.6636,-35.1586,24.83,84,21,1.45,Rio Formoso,1679964337
551,sao felix do xingu,-6.6447,-51.995,22.4,97,99,0.23,São Félix do Xingu,1679964338
552,homer,59.6425,-151.5483,5.98,74,40,5.66,Homer,1679964153
553,manzhouli,49.6,117.4333,3.98,57,1,3.4,Manzhouli,1679964340
554,jardim,-21.4803,-56.1381,24.28,83,50,1.12,Jardim,1679964342
555,fort myers beach,26.452,-81.9481,26.04,88,17,0.89,Fort Myers Beach,1679964229
556,ciudad bolivar,8.1222,-63.5497,29.96,41,100,6.97,Ciudad Bolivar,1679964344
557,hudson bay,52.85,-102.3842,-14.2,87,89,1.93,Hudson Bay,1679964346
558,veraval,20.9,70.3667,22.73,74,29,4.76,Verāval,1679964347
559,san ramon,37.7799,-121.978,17.12,48,0,7.2,San Ramon,1679964171
560,nouadhibou,20.931,-17.0347,24.99,41,56,6.69,Nouadhibou,1679964349
561,calabozo,8.9242,-67.4293,29.77,33,65,3.01,Calabozo,1679964351
562,bukama,-9.2,25.85,19.1,98,100,1.2,Bukama,1679964352
563,guapore,-28.8456,-51.8903,14.09,91,0,0.98,Guaporé,1679964353
564,manavalakurichi,8.1333,77.3,25.37,79,14,4.09,Manavālakurichi,1679964355
565,linxia,35.6003,103.2064,7.34,42,100,1.06,Linxia Chengguanzhen,1679964356
566,ramsar,36.9226,50.6426,14.69,77,75,1.03,Ramsar,1679964357
567,iberia,29.9502,-91.7507,26.0,73,100,3.6,Iberia,1679964359
568,san cristobal,7.7669,-72.225,22.1,68,98,0.29,San Cristobal,1679964360
569,atar,20.5169,-13.0499,26.76,9,8,2.13,Atar,1679964361
570,immokalee,26.4187,-81.4173,26.97,72,33,3.38,Immokalee,1679964363
571,eureka,40.8021,-124.1637,10.34,76,100,8.51,Eureka,1679964364
572,blythe,33.6103,-114.5964,20.02,8,38,5.36,Blythe,1679964365
573,port antonio,18.18,-76.4612,27.95,81,1,4.48,Port Antonio,1679964408
574,aksarka,66.5606,67.7975,-27.06,100,98,2.55,Aksarka,1679964409
575,edenderry,53.3453,-7.0497,8.25,87,100,6.31,Edenderry,1679964410
576,lagoa,39.05,-27.9833,15.32,76,99,12.83,Lagoa,1679964412
577,kupang,-10.1667,123.5833,29.32,79,20,3.6,Kupang,1679964413
578,hobyo,5.3505,48.5268,28.19,73,62,5.15,Hobyo,1679964415
579,sao gabriel,-30.3364,-54.32,18.57,53,0,4.17,São Gabriel,1679964416
580,balkanabat,39.5108,54.3671,18.54,55,100,2.67,Balkanabat,1679964417
581,sola,-13.8833,167.55,31.37,74,75,2.06,Sola,1679964418
582,meulaboh,4.1363,96.1285,25.48,88,90,2.9,Meulaboh,1679964420
583,prince rupert,54.3161,-130.3201,11.05,40,0,8.75,Prince Rupert,1679964151
584,pontes e lacerda,-15.2261,-59.3353,22.31,93,29,1.07,Pontes e Lacerda,1679964422
585,cap-aux-meules,47.3821,-61.8597,-0.97,93,75,3.09,Cap-aux-Meules,1679964424
